"About the data: Exported on Jul 02, 2023. Criteria: '""knowledge management""' in full data. © 2023 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1233,pub.1146162917,10.1155/2022/7727953,35310197,PMC8926518,Effect of Integrated Nursing Care Based on Medical Alliance Mode on the Prevention and Treatment of Complications and Self-Efficacy of Patients with Coronary Heart Disease after PCI,"Objective: To explore the effect of integrated nursing care based on the medical alliance model on prevention and treatment of complications and self-efficacy in patients with coronary heart disease (CHD) after PCI.
Methods: The data of CHD patients treated in our hospital from January 2019 to January 2021 were analyzed in this retrospective study. One hundred and twenty patients were selected as the research subjects according to the inclusion and exclusion criteria and equally split into the observation group and reference group according to the order of admission. Both groups received routine nursing care, while the observation group was additionally given integrated nursing care based on the medical alliance model to compare the self-efficacy scores, scores of self-management abilities, and incidence of postoperative complications between the two groups before and after nursing. Both groups were nursed for 6 months.
Results: Compared with the reference group, the observation group after nursing achieved a notably higher GSES score (26.10 ± 1.30 vs 22.18 ± 1.30, t = 16.516, P < 0.001), higher scores of self-management ability (P < 0.001) , and a lower incidence of postoperative complications (P < 0.05).
Conclusion: Integrated nursing care based on the medical alliance model can improve the self-efficacy of CHD patients undergoing PCI, enhance their self-management ability, and reduce the incidence of postoperative complications, which is conducive to improving the prognosis of patients.",,,Journal of Healthcare Engineering,,Coronary Disease; Humans; Percutaneous Coronary Intervention; Postoperative Complications; Quality of Life; Retrospective Studies; Self Efficacy,2022-03-09,2022,2022-03-09,2022-03-09,2022,,7727953,All OA; Gold,Article,"Zhao, Yujie; Wang, Xiaonan","Zhao, Yujie (Department of Imaging Nursing, Jiaozhou Central Hospital of Qingdao, Qingdao City 266300, Shandong Province, China); Wang, Xiaonan (Department of Geriatrics, The Second Affiliated Hospital of Mudanjiang Medical College, Mudanjiang City 157010, Heilongjiang Province, China)","Wang, Xiaonan (Mudanjiang Medical University)","Zhao, Yujie (); Wang, Xiaonan (Mudanjiang Medical University)",2,2,,,https://downloads.hindawi.com/journals/jhe/2022/7727953.pdf,https://app.dimensions.ai/details/publication/pub.1146162917,40 Engineering; 4003 Biomedical Engineering,
1233,pub.1024827937,10.1186/1472-6963-11-173,21787403,PMC3157420,Lessons from the business sector for successful knowledge management in health care: A systematic review,"BackgroundThe concept of knowledge management has been prevalent in the business sector for decades. Only recently has knowledge management been receiving attention by the health care sector, in part due to the ever growing amount of information that health care practitioners must handle. It has become essential to develop a way to manage the information coming in to and going out of a health care organization. The purpose of this paper was to summarize previous studies from the business literature that explored specific knowledge management tools, with the aim of extracting lessons that could be applied in the health domain.MethodsWe searched seven databases using keywords such as ""knowledge management"", ""organizational knowledge"", and ""business performance"". We included articles published between 2000-2009; we excluded non-English articles.Results83 articles were reviewed and data were extracted to: (1) uncover reasons for initiating knowledge management strategies, (2) identify potential knowledge management strategies/solutions, and (3) describe facilitators and barriers to knowledge management.ConclusionsKM strategies include such things as training sessions, communication technologies, process mapping and communities of practice. Common facilitators and barriers to implementing these strategies are discussed in the business literature, but rigorous studies about the effectiveness of such initiatives are lacking. The health care sector is at a pinnacle place, with incredible opportunities to design, implement (and evaluate) knowledge management systems. While more research needs to be done on how best to do this in healthcare, the lessons learned from the business sector can provide a foundation on which to build.",A Canadian Institutes for Health Research open grant (MOP 84540) and new investigator award to the first author (MSH 95370) made this research possible. Sibbald is supported by a postdoctoral fellowship from the Canadian Health Services Research Foundation. Catherine Bornbaum and Dana Gore are thanked for their manuscript formatting contributions.,,BMC Health Services Research,,Commerce; Delivery of Health Care; Knowledge Management,2011-07-25,2011,2011-07-25,2011-12,11,1,173,All OA; Gold,Article,"Kothari, Anita; Hovanec, Nina; Hastie, Robyn; Sibbald, Shannon","Kothari, Anita (School of Health Studies, The University of Western Ontario, Labatt Health Sciences Building, Room 222, N6A 5B9, London, ON, Canada); Hovanec, Nina (School of Health Studies, The University of Western Ontario, Labatt Health Sciences Building, Room 222, N6A 5B9, London, ON, Canada); Hastie, Robyn (Canadian Institutes for Health Information, 495 Richmond Road, Suite 600, K2A 4H6, Ottawa, Ontario, Canada); Sibbald, Shannon (School of Health Studies, The University of Western Ontario, Labatt Health Sciences Building, Room 222, N6A 5B9, London, ON, Canada)","Kothari, Anita (Western University)","Kothari, Anita (Western University); Hovanec, Nina (Western University); Hastie, Robyn (); Sibbald, Shannon (Western University)",75,12,1.8,14.06,https://bmchealthservres.biomedcentral.com/counter/pdf/10.1186/1472-6963-11-173,https://app.dimensions.ai/details/publication/pub.1024827937,42 Health Sciences; 4203 Health Services and Systems,3 Good Health and Well Being
1232,pub.1000057008,10.5812/ircmj.18204,25763267,PMC4341403,Nurse Managers’ Work Life Quality and Their Participation in Knowledge Management: A Correlational Study,"BACKGROUND: The association between quality of work life and participation in knowledge management is unknown.
OBJECTIVES: This study aimed to discover the association between quality of work life of nurse managers and their participation in implementing knowledge management.
MATERIALS AND METHODS: This was a correlational study. All nurse managers (71 people) from 11 hospitals affiliated with the Social Security Organization in Tehran, Iran, were included. They were asked to rate their participation in knowledge management and their quality of work life. Data was gathered by a researcher-made questionnaire (May-June 2012). The questionnaire was validated by content and construct validity approaches. Cronbach's alpha was used to evaluate reliability. Finally, 50 questionnaires were analyzed. The answers were scored and analyzed using mean of scores, T-test, ANOVA (or nonparametric test, if appropriate), Pearson's correlation coefficient and linear regression.
RESULTS: Nurse managers' performance to implement knowledge management strategies was moderate. A significant correlation was found between quality of work life of nurse managers and their participation in implementing knowledge management strategies (r = 0.82; P < 0.001). The strongest correlations were found between implementation of knowledge management and participation of nurse managers in decision making (r = 0.82; P < 0.001).
CONCLUSIONS: Improvement of nurse managers' work life quality, especially in decision-making, may increase their participation in implementing knowledge management.",This research was self-funded. We would like to thank all the managers who participated in the study.,,Iranian Red Crescent Medical Journal,,,2014-12-24,2014,2014-12-24,,17,1,e18204,All OA; Hybrid,Article,"Dehaghi, Zahra Hashemi; Sheikhtaheri, Abbas; Dehnavi, Fariba","Dehaghi, Zahra Hashemi (Eye Research Center, Tehran University of Medical Sciences, Tehran, IR Iran); Sheikhtaheri, Abbas (Department of Health Information Management, School of Health Management and Information Sciences, Iran University of Medical Sciences, Tehran, IR Iran); Dehnavi, Fariba (Social Security Organization, Tehran, IR Iran)","Sheikhtaheri, Abbas (Iran University of Medical Sciences)","Dehaghi, Zahra Hashemi (Tehran University of Medical Sciences); Sheikhtaheri, Abbas (Iran University of Medical Sciences); Dehnavi, Fariba ()",7,1,0.09,2.35,https://cdn.neoscriber.org/cdn/dl/78ec0cd4-dcde-11e8-9be5-5be2a53ee752,https://app.dimensions.ai/details/publication/pub.1000057008,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 44 Human Society; 4404 Development Studies,
1232,pub.1127686149,10.1111/hir.12308,32419344,,Supporting the health library and information workforce,"As a prelude to his keynote speech at the forthcoming Health Libraries Group conference, Sean McNamara, Head of CILIP Scotland, provides an insight into the work being undertaken with health librarians in Scotland and considers how CILIP Scotland might support the health information sector in the coming years.",,,Health Information & Libraries Journal,,"Health Information Management; Humans; Libraries, Medical; Library Science",2020-05-17,2020,2020-05-17,2020-06,37,2,95-97,Closed,Article,"McNamara, Sean","McNamara, Sean ()","McNamara, Sean ","McNamara, Sean ()",1,0,,1.06,,https://app.dimensions.ai/details/publication/pub.1127686149,46 Information and Computing Sciences; 4610 Library and Information Studies,
1231,pub.1133574208,10.1016/j.techsoc.2020.101479,35702734,PMC9186444,Knowledge management in two universities before and during the COVID-19 effect in Peru,"Knowledge management evaluation is an important and complex problem in Peruvian universities. An efficient policy in knowledge management is a critical success factor and will also advance teaching and research. Likewise, innovation is a key resource for the well-being of national economies and international competitive advantage, especially with COVID-19 9 restrictions. This research article has demonstrated that an assessment of knowledge management (KM) capability in two private universities could be used for an efficient policy, in order to obtain the best result in knowledge management maturity. Having discussed how to construct a model for KM, the final section of this paper addresses ways of the incorporation of this technology in the society. The case study has been developed in Lima, associated to two universities with 271 teachers and 5928 students; with this model could be used for KM assessment in all university in Peru. This study uses the ""Intellectus Model, Mejia model organizational knowledge capability areas and Knowledge Management Capability Assessment (KMCA) model for the assessment, before and during COVID-19. Our findings have demonstrated the university performance and challenges associated to knowledge management during COVID-19, the new policy for virtual instructions and digital transformation of the educational process have improved the cost efficiencies. However, this system also has a number of serious drawbacks and challenges in innovation, researching, connections with industry and academy; this 2021 requires a new perspective in innovation with a knowledge management scheme in Peruvian universities.",Authors would like to thanks to Pontifícia Universidad Católica del Perú and Universidad Nacional de San Agustín.,,Technology in Society,,,2020-12-14,2020,2020-12-14,2021-02,64,,101479,All OA; Bronze,Article,"Arias Velásquez, Ricardo Manuel; Mejía Lara, Jennifer Vanessa","Arias Velásquez, Ricardo Manuel (Pontificia Universidad Católica Del Perú, Peru.; Universidad Nacional de San Agustín, Peru.); Mejía Lara, Jennifer Vanessa (Pontificia Universidad Católica Del Perú, Peru.)","Arias Velásquez, Ricardo Manuel (Pontifical Catholic University of Peru; National University of Saint Augustine); Mejía Lara, Jennifer Vanessa (Pontifical Catholic University of Peru)","Arias Velásquez, Ricardo Manuel (Pontifical Catholic University of Peru; National University of Saint Augustine); Mejía Lara, Jennifer Vanessa (Pontifical Catholic University of Peru)",34,18,1.76,21.87,https://doi.org/10.1016/j.techsoc.2020.101479,https://app.dimensions.ai/details/publication/pub.1133574208,44 Human Society; 4410 Sociology,4 Quality Education
1231,pub.1077368843,10.1109/iembs.2005.1617075,17282844,,Research of Knowledge-Sharing Mechanism Oriented to Hospital Management,"This paper, aiming at the characteristics of hospital management in terms of knowledge management, firstly analyzes the importance of knowledge sharing and the obstacles which exist. In theory it provides knowledge sharing mechanism model and make a construction in culture, organization, motivation mechanism and technology, etc.. The paper perfects the research of knowledge management in hospital management and offers beneficial references for the improvement of service quality and efficiency.",This paper is supported by Management School of Tianjin University and Management School of Jinan University. This paper is supported by Management School of Tianjin University and Management School of Jinan University.,,Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),2005 IEEE Engineering in Medicine and Biology 27th Annual Conference,,2005,2005,,2005,2005,,2878-2881,Closed,Proceeding,"Bo, Zhang; Cong-Dong, Li","Bo, Zhang (School of Management, Tianjin University Postbox 9003, School of Management, Tianjin University, Tianjin, 300072, China); Cong-Dong, Li (School of Management, Jinan University, Guangzhou, 510632, China)",,"Bo, Zhang (Tianjin University); Cong-Dong, Li (Jinan University)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1077368843,"33 Built Environment and Design; 3302 Building; 35 Commerce, Management, Tourism and Services",
1231,pub.1026097424,10.1046/j.1471-1842.2003.00417.x,12786906,,Embedding knowledge management in the NHS south‐west: pragmatic first steps for a practical concept,"Knowledge management, like clinical governance, is a practical science. Clinical governance, with its emphasis on creating an environment where clinical quality is monitored and acted upon, is one of the foundation stones of the new National Health Service (NHS). Both knowledge management and clinical governance need to share the same criteria in order to operate. Using these two pragmatic concepts and the premise of a practical approach, this article seeks to identify the drivers for knowledge management in the NHS, highlight national initiatives and focus on the steps libraries in the south-west of England have taken to make knowledge management a reality. In so doing, the central role of the library and information service has been reinforced and embedded and librarians have been recognized for their real worth to their organizations.","With grateful thanks to the following colleagues for examples of good practice, and providing ideas and comments: Annette Giles, Brenda Goddard, Maggie Haines, Jan Hutt, John Loy, Hilary Ollerenshaw and Mike Rowe.",,Health Information & Libraries Journal,,"Evidence-Based Medicine; Humans; Information Management; Internet; Knowledge; Librarians; Libraries, Medical; Medical Audit; Medical Informatics; Organizational Culture; Patient Care Management; Professional Competence; Professional Role; Staff Development; State Medicine; United Kingdom",2003-05-22,2003,2003-05-22,2003-06,20,2,75-85,Closed,Article,"Plaice, Caroline; Kitch, Pam","Plaice, Caroline (North Bristol NHS Trust, Bristol,); Kitch, Pam (Royal Cornwall Hospitals NHS Trust, Truro, UK)","Plaice, Caroline (North Bristol NHS Trust)","Plaice, Caroline (North Bristol NHS Trust); Kitch, Pam (Royal Cornwall Hospital Trust)",12,0,0.23,7.86,,https://app.dimensions.ai/details/publication/pub.1026097424,46 Information and Computing Sciences; 4610 Library and Information Studies,
1231,pub.1141910756,10.1111/jep.13624,34652051,,The Craft of Generalism clinical skills and attitudes for whole person care,"RATIONALE, AIMS AND OBJECTIVES: Generalists manage a broad range of biomedical and biographical knowledge as part of each clinical encounter, often in multiple encounters over time. The sophistication of this broad integrative work is often misunderstood by those schooled in reductionist or constructivist approaches to evidence. There is a need to describe the practical and philosophically robust ways that understanding about the whole person is formed. In this paper we describe first principles of generalist approaches to knowledge formation in clinical practice. We name the Craft of Generalism.
METHODS: The newly described methodology of Transdisciplinary Generalism is examined by skilled generalist clinicians and translated into skills and attitudes useful for everyday generalist person-centred practice and research.
RESULTS: The Craft of Generalism defines the required scope, process, priorities, and knowledge management skills of all generalists seeking to care for the whole person. These principles are Whole Person Scope, Relational Process, Healing Orientation, and Integrative Wisdom. These skills and attitudes are required for whole person care. If any element of these first principles is left out, the resultant knowledge is incomplete and philosophically incoherent.
CONCLUSIONS: Naming the Craft of Generalism defines the generalist gaze and protects generalism from the colonization of a narrowed medical gaze that excludes all but reductionist evidence or constructivist experience. Defining the Craft of Generalism enables clear teaching of the sophisticated skills and attitudes of the generalist clinician. These philosophically robust principles encourage and defend the use of generalist approaches to knowledge in settings across the community - including health policy, education, and research.","ACKNOWLEDGEMENTS Key elements of this paper were researched as part of a PhD, funded through The University of Queensland and funded by the Australian Government Research Training Program Scholarship and the Advance Queensland Scholar program. Dr Stange&#x27;s time is supported by the University Suburban Health Center. Acknowledgements to Professor Anna Luise Kirkengen, Associate Professor May‐Lill Johansen and Professor Sue L.T. McGregor. CONFLICT OF INTEREST The authors declare no conflict of interest.",Funding information Advance Queensland; Australian Government Research Training Program; Case Western University Suburban Health Centre,Journal of Evaluation in Clinical Practice,,Humans; Clinical Competence; Attitude,2021-10-15,2021,2021-10-15,2022-12,28,6,1187-1194,All OA; Green,Article,"Lynch, Johanna M.; Driel, Mieke; Meredith, Pamela; Stange, Kurt C.; Getz, Linn; Reeve, Joanne; Miller, William L.; Dowrick, Christopher","Lynch, Johanna M. (Primary Care Clinical Unit, The University of Queensland, Brisbane, Queensland, Australia; Integrate Place at Zest Infusion, Birkdale, Queensland, Australia); Driel, Mieke (Primary Care Clinical Unit, The University of Queensland, Brisbane, Queensland, Australia); Meredith, Pamela (School of Health, Medical and Applied Sciences, Central Queensland University, Rockhampton, Queensland, Australia); Stange, Kurt C. (Center for Community Health Integration, Case Western Reserve University, Cleveland, Ohio, USA); Getz, Linn (Department of Public Health and Nursing, NTNU: Norwegian University of Science and Technology, Trondheim, Norway); Reeve, Joanne (Primary Care Research, Hull York Medical School, Hull, UK); Miller, William L. (Department of Family Medicine, Lehigh Valley Health Network, Allentown, Pennsylvania, USA; Department of Family Medicine, University of South Florida Morsani College of Medicine, Tampa, Florida, USA); Dowrick, Christopher (Institute of Population Health Sciences, University of Liverpool, Liverpool, UK)","Lynch, Johanna M. (University of Queensland; )","Lynch, Johanna M. (University of Queensland); Driel, Mieke (University of Queensland); Meredith, Pamela (Central Queensland University); Stange, Kurt C. (Case Western Reserve University); Getz, Linn (Norwegian University of Science and Technology); Reeve, Joanne (Hull York Medical School); Miller, William L. (Lehigh Valley Health Network; University of South Florida); Dowrick, Christopher (University of Liverpool)",5,5,,3.56,https://hull-repository.worktribe.com/preview/3980308/Lynch%20et%20al%20Craft%20of%20Generalism.pdf,https://app.dimensions.ai/details/publication/pub.1141910756,42 Health Sciences; 4203 Health Services and Systems,
1230,pub.1144966690,10.1007/s10257-022-00550-x,,PMC8787973,A systematic literature review towards a conceptual framework for enablers and barriers of an enterprise data science strategy,"While embracing digitalization that is further accentuated by the Covid-19 pandemic, the real business outcome is achieved through a robust and well-crafted ‘Data Science Strategy’ (DSS), as significant constituent of Enterprise Digital Strategy. Extant literature has studied the challenges in adoption of components of ‘Data Science’ in discrete for various industry sectors and domains. There is dearth of studies on comprehensive ‘Data Science’ adoption as an umbrella constituting all of its components. The study conducts a “Systematic Literature Review (SLR)” on enablers and barriers affecting the implementation and success of DSS in enterprises. The SLR comprised of 113 published articles during the period 1998 and 2021. In this SLR, we address the gap by synthesizing and proposing a novel framework of ‘Enablers and Barriers’ influencing the success of DSS in enterprises. The proposed framework of ‘Data Science Strategy’ can help organizations taking the right steps towards successful implementation of ‘Data Science’ projects.",,,Information Systems and e-Business Management,,,2022-01-25,2022,2022-01-25,2022-03,20,1,223-255,All OA; Bronze,Article,"Reddy, Rajesh Chidananda; Bhattacharjee, Biplab; Mishra, Debasisha; Mandal, Anandadeep","Reddy, Rajesh Chidananda (Indian Institute of Management Shillong, Shillong, India); Bhattacharjee, Biplab (Information Systems and Analytics Area, Indian Institute of Management Shillong, 793018, Umsawli, Shillong, India); Mishra, Debasisha (Strategic Management Area, Indian Institute of Management Shillong, Shillong, India); Mandal, Anandadeep (Department of Finance, University of Birmingham, Birmingham, UK)","Bhattacharjee, Biplab (Indian Institute of Management Shillong)","Reddy, Rajesh Chidananda (Indian Institute of Management Shillong); Bhattacharjee, Biplab (Indian Institute of Management Shillong); Mishra, Debasisha (Indian Institute of Management Shillong); Mandal, Anandadeep (University of Birmingham)",3,3,,,https://link.springer.com/content/pdf/10.1007/s10257-022-00550-x.pdf,https://app.dimensions.ai/details/publication/pub.1144966690,46 Information and Computing Sciences; 4609 Information Systems,
1229,pub.1141332621,10.1186/s13643-021-01793-4,34556170,PMC8461924,Organizational knowledge translation strategies for allied health professionals in traumatology settings: realist review protocol,"BackgroundKnowledge translation (KT) is an important means of improving the health service quality. Most research on the effectiveness of KT strategies has focused on individual strategies, i.e., those directly targeting the modification of allied health professionals’ knowledge, attitudes, and behaviors, for example. In general, these strategies are moderately effective in changing practices (maximum 10% change). Effecting change in organizational contexts (e.g., change readiness, general and specific organizational capacity, organizational routines) is part of a promising new avenue to service quality improvement through the implementation of evidence-based practices. The objective of this study will be to identify why, how, and under what conditions organizational KT strategies have been shown to be effective or ineffective in changing the (a) knowledge, (b) attitudes, and (c) clinical behaviors of allied health professionals in traumatology settings.MethodsThis is a realist review protocol involving four iterative steps: (1) Initial theory formulation, (2) search for Evidence search, (3) knowledge extraction and synthesis, and (4) recommendations. We will search electronic databases such as PubMed, Embase, CINHAL, Cochrane Library, and Conference Proceedings Citation Index - Science. The studies included will be those relating to the use of organizational KT strategies in trauma settings, regardless of study designs, published between January 1990 and October 2020, and presenting objective measures that demonstrate change in allied health professionals’ knowledge, attitudes, and clinical behaviors. Two independent reviewers will select, screen, and extract the data related to all relevant sources in order to refine or refute the context-mechanism-outcome (CMO) configurations developed in the initial theory and identify new CMO configurations.DiscussionUsing a systematic and rigorous method, this review will help guide decision-makers and researchers in choosing the best organizational strategies to optimize the implementation of evidence-based practices.Systematic review registrationPROSPERO CRD42020216105",Not applicable,,Systematic Reviews,,"Allied Health Personnel; Delivery of Health Care; Humans; Organizations; Review Literature as Topic; Systematic Reviews as Topic; Translational Research, Biomedical; Traumatology",2021-09-23,2021,2021-09-23,2021-12,10,1,255,All OA; Gold,Article,"Latulippe, Karine; LeBlanc, Annie; Gagnon, Marie-Pierre; Boivin, Katia; Lavoie, Pascale; Dufour, Joëlle; Raynard, Emmanuelle Paquette; Richard, Eve; Lamontagne, Marie-Ève","Latulippe, Karine (Centre de recherche interdisciplinaire en réadaptation du Montréal métropolitain (CRIR), Pavillon Lindsay de l’IURDPM, 6363, Chemin Hudson, H3S 1M9, Montréal, Québec, Canada); LeBlanc, Annie (Département de médecine familiale et de médecine d’urgence, Faculté de médecine, Pavillon Ferdinand-Vandry, Université Laval, 1050 av. de la Médecine, G1V 0A6, Québec, Québec, Canada); Gagnon, Marie-Pierre (Chaire de recherche du Canada en technologies et pratiques en santé, Faculté des sciences infirmières, Pavillon Ferdinand-Vandry, Université Laval, Canada, 1050 av. de la Médecine, G1V 0A6, Québec, Québec, Canada); Boivin, Katia (Direction de l’enseignement et des affaires universitaires, CHU de Québec-Université Laval, 2705 Boulevard Laurier, G1V 4G2, Québec, Québec, Canada); Lavoie, Pascale (Direction de l’enseignement et des affaires universitaires, Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale, 525, boul. Wilfrid Hamel, G1M 2S8, Québec, Québec, Canada); Dufour, Joëlle (Centre interdisciplinaire de recherche en réadaptation et intégration sociale, Institut de réadaptation en déficience physique de Québec, 525 boul. Wilfrid-Hamel, G1M 2S8, Québec, Québec, Canada); Raynard, Emmanuelle Paquette (Bibliothèque de l’Université Laval, 2345, allée des Bibliothèques, G1V 0A6, Québec, Québec, Canada); Richard, Eve (Bibliothèque de l’Université Laval, 2345, allée des Bibliothèques, G1V 0A6, Québec, Québec, Canada); Lamontagne, Marie-Ève (Centre interdisciplinaire de recherche en réadaptation et intégration sociale, Institut de réadaptation en déficience physique de Québec, 525 boul. Wilfrid-Hamel, G1M 2S8, Québec, Québec, Canada)","Lamontagne, Marie-Ève (Université Laval)","Latulippe, Karine (Centre for Interdisciplinary Research in Rehabilitation); LeBlanc, Annie (Université Laval); Gagnon, Marie-Pierre (Université Laval); Boivin, Katia (Université Laval); Lavoie, Pascale (); Dufour, Joëlle (Université Laval); Raynard, Emmanuelle Paquette (Université Laval); Richard, Eve (Université Laval); Lamontagne, Marie-Ève (Université Laval)",1,1,0.32,0.71,https://systematicreviewsjournal.biomedcentral.com/track/pdf/10.1186/s13643-021-01793-4,https://app.dimensions.ai/details/publication/pub.1141332621,42 Health Sciences; 4203 Health Services and Systems,
1228,pub.1008851465,10.1080/15433714.2012.636311,22409612,,Linking Departmental Priorities to Knowledge Management: The Experiences of Santa Cruz County's Human Services Department,"Federal welfare reform, local service collaborations, and the evolution of statewide information systems inspired agency interest in evidence-informed practice and knowledge sharing systems. Four agency leaders, including the Director, Deputy Director, Director of Planning and Evaluation, and Staff Development Program Manager championed the development of a learning organization based on knowledge management throughout the agency. Internal department restructuring helped to strengthen the Planning and Evaluation, Staff Development, and Personnel units, which have become central to supporting knowledge sharing activities. The Four Pillars of Knowledge framework was designed to capture agency directions in relationship to future knowledge management goals. Featuring People, Practice, Technology and Budget, the framework links the agency's services, mission and goals to the process of becoming a learning organization. Built through an iterative process, the framework was created by observing existing activities in each department rather than being designed from the top down. Knowledge management can help the department to fulfill its mission despite reduced resources.",,,Journal of Evidence-Based Social Work,,California; Communication; Government Agencies; Humans; Information Systems; Knowledge Management; Learning; Organizational Innovation; Organizational Objectives; Program Evaluation; Social Welfare; Social Work; Staff Development,2012-02-29,2012,,2012-02-29,9,1-2,57-67,Closed,Article,"Lindberg, Arley","Lindberg, Arley (School of Social Welfare, University of California, Berkeley, California, USA)","Lindberg, Arley (University of California, Berkeley)","Lindberg, Arley (University of California, Berkeley)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1008851465,44 Human Society; 4407 Policy and Administration,
1228,pub.1007616130,10.11604/pamj.2014.17.34.2704,24932345,PMC4048672,"Mapping knowledge management resources of maternal, newborn and child health (MNCH) among people living in rural and urban settings of Ilorin, Nigeria","INTRODUCTION: Lack of access to information and knowledge about mother and child health was identified as a major contributor to poor maternal and child health in Nigeria. The Partnership for Maternal, Newborn and Child Health (PMNCH) has recognized mapping the knowledge management of Maternal Newborn and Child Health (MNCH) as one of the major strategies to be deployed in improving the health of these vulnerable groups. The main aim of this study is to map the knowledge management resources of Maternal, Newborn and Child Health (MNCH) in rural and urban settings of Ilorin West LGA of Kwara state Nigeria.
METHODS: It is a descriptive cross-sectional study with a comparative analysis of findings from urban and rural settings. Epi-mapping was used to carve out the LGA and map responses. The p-value of less than 0.05 was considered significant at 95% confidence level.
RESULTS: The study showed that traditional leader was responsible for more than half of the traditional way of obtaining information by rural (66.7%) and urban (56.2%) respondents while documentation accounts for the main MNCH knowledge preservation for the rural (40.6%) and the urban (50%) dwellers. Traditional leaders (32.2%) and elders (46.7%) were the main people responsible for dissemination of knowledge in rural areas whereas elders (35.9%) and Parents (19.9%) were the main people responsible in urban areas.
CONCLUSION: It was concluded that traditional and family institutions are important in the knowledge management of MNCH in both rural and urban settings of Nigeria.",,,Pan African Medical Journal,,"Adult; Aged; Aged, 80 and over; Child; Child Welfare; Cross-Sectional Studies; Female; Geographic Mapping; Health Resources; Humans; Infant Welfare; Infant, Newborn; Knowledge Management; Male; Maternal Health Services; Maternal-Child Health Centers; Middle Aged; Nigeria; Patient Education as Topic; Pregnancy; Rural Population; Urban Population; Young Adult",2014-01-20,2014,2014-01-20,,17,,34,Closed,Article,"Bolarinwa, Oladimeji Akeem; Ameen, Hafsat Abolore; Durowade, Kabir Adekunle; Akande, Tanimola Makanjuola","Bolarinwa, Oladimeji Akeem (Department of Epidemiology and Community Health University of Ilorin, Ilorin Nigeria.); Ameen, Hafsat Abolore (Department of Epidemiology and Community Health University of Ilorin, Ilorin Nigeria.); Durowade, Kabir Adekunle (Department of community medicine, Federal medical Center, Iddo - Ekiti Nigeria.); Akande, Tanimola Makanjuola (Department of Epidemiology and Community Health University of Ilorin, Ilorin Nigeria.)","Bolarinwa, Oladimeji Akeem (University of Ilorin)","Bolarinwa, Oladimeji Akeem (University of Ilorin); Ameen, Hafsat Abolore (University of Ilorin); Durowade, Kabir Adekunle (); Akande, Tanimola Makanjuola (University of Ilorin)",5,1,0.24,1.04,,https://app.dimensions.ai/details/publication/pub.1007616130,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 42 Health Sciences; 4203 Health Services and Systems; 4206 Public Health,3 Good Health and Well Being
